tableid,name,phonenumber,location,empgroup,function,gender,tenure,tenuregrp,experienceyymm,maritalstatus,ageinyy,hiringsource,promoted,jobrolematch,stayleft
417,Arnab,9876544345,Abuja,B1,Operation,Male,1.0599999,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,No,Left
418,Arnab,9876544345,Ibadan,B1,Operation,Male,1.05,> 1 & < =3,3.1099999,Single,26.110001,Direct,Not Promoted,Yes,Stay
419,Arnab,9876544345,Abuja,B2,Operation,Male,1.05,> 1 & < =3,6.0500002,Single,29.01,Agency,Not Promoted,Yes,Stay
420,Arnab,9876544345,Kaduna,B2,Operation,Male,1.05,> 1 & < =3,9.0200005,Marr.,30.07,Direct,Promoted,No,Stay
421,Arnab,9876544345,Port Harcourt,B4,Operation,Male,1.0599999,> 1 & < =3,13.08,Marr.,37.09,Direct,Promoted,No,Stay
422,Arnab,9876544345,Kano,B1,Operation,Male,1.05,> 1 & < =3,5.1100001,Single,28.040001,Direct,Promoted,No,Left
423,Arnab,9876544345,Abuja,B2,Operation,Female,1.05,> 1 & < =3,6.0500002,Single,30.040001,Direct,Promoted,Yes,Stay
424,Arnab,9876544345,Abuja,B1,Support,Female,1.0599999,> 1 & < =3,4.04,Single,26.030001,Direct,Promoted,No,Stay
425,Arnab,9876544345,Lagos,B1,Operation,Male,1.05,> 1 & < =3,5.0700002,Single,28,Direct,Promoted,Yes,Stay
426,Arnab,9876544345,Abuja,B1,Operation,Male,1.05,> 1 & < =3,1.05,Single,23.120001,Direct,Not Promoted,Yes,Stay
427,Arnab,9876544345,Lagos,B3,Operation,Male,1.05,> 1 & < =3,13.1,Marr.,37.110001,Direct,Promoted,No,Stay
428,Arnab,9876544345,Lagos,B2,Operation,Male,1.05,> 1 & < =3,6.1100001,Single,28.049999,Direct,Not Promoted,No,Left
429,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.0599999,> 1 & < =3,5.02,Single,27.040001,Agency,Promoted,No,Stay
430,Arnab,9876544345,Ibadan,B1,Operation,Female,1.0599999,> 1 & < =3,5.0100002,Marr.,26.07,Direct,Promoted,No,Stay
431,Arnab,9876544345,Lagos,B1,Operation,Male,1.0599999,> 1 & < =3,4.0599999,Marr.,31.059999,Direct,Promoted,No,Stay
432,Arnab,9876544345,Lagos,B1,Operation,Male,1.0599999,> 1 & < =3,4.0599999,Single,26.01,Direct,Promoted,Yes,Stay
433,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.0599999,> 1 & < =3,4.0599999,Single,27.059999,Direct,Not Promoted,No,Left
434,Arnab,9876544345,Kano,B2,Operation,Female,1.0599999,> 1 & < =3,5.0999999,Single,27.1,Direct,Not Promoted,Yes,Stay
435,Arnab,9876544345,Abuja,B2,Operation,Male,1.0599999,> 1 & < =3,5.02,Single,27.07,Direct,Promoted,No,Left
436,Arnab,9876544345,Abuja,B1,Operation,Female,1.0599999,> 1 & < =3,3,Single,25.02,Direct,Promoted,No,Left
437,Arnab,9876544345,Kano,B1,Operation,Female,1.0599999,> 1 & < =3,2.1099999,Marr.,25.07,Direct,Not Promoted,Yes,Stay
438,Arnab,9876544345,Kano,B1,Operation,Male,1.0599999,> 1 & < =3,4.0799999,Single,26.08,Direct,Promoted,No,Left
439,Arnab,9876544345,Enugu,B2,Operation,Male,1.0599999,> 1 & < =3,7.0900002,Marr.,33.080002,Direct,Promoted,Yes,Stay
440,Arnab,9876544345,Kano,B1,Operation,Male,1.0599999,> 1 & < =3,7.0799999,Single,28.02,Direct,Promoted,No,Stay
441,Arnab,9876544345,Lagos,B2,Sales,Female,1.0700001,> 1 & < =3,3.0699999,Single,28.01,Direct,Promoted,No,Left
442,Arnab,9876544345,Lagos,B1,Operation,Male,1.0599999,> 1 & < =3,4.0999999,Single,28.07,Direct,Not Promoted,Yes,Stay
443,Arnab,9876544345,Abuja,B2,Operation,Male,1.0700001,> 1 & < =3,1.0700001,Single,25.110001,Direct,Not Promoted,Yes,Stay
444,Arnab,9876544345,Kano,B2,Operation,Male,1.0599999,> 1 & < =3,7.0599999,Marr.,34.060001,Agency,Not Promoted,Yes,Stay
445,Arnab,9876544345,Kaduna,B1,Operation,Male,1.0599999,> 1 & < =3,3.0799999,Single,26.08,Direct,Promoted,No,Left
446,Arnab,9876544345,Ilorin,B1,Operation,Female,1.0599999,> 1 & < =3,2.0799999,Single,25.040001,Direct,Not Promoted,No,Left
447,Arnab,9876544345,Abuja,B4,Sales,Male,1.0599999,> 1 & < =3,11.06,Marr.,32,Employee Referral,Promoted,Yes,Stay
448,Arnab,9876544345,Abuja,B3,Operation,Male,1.0599999,> 1 & < =3,8.0600004,Marr.,31.049999,Direct,Not Promoted,Yes,Stay
449,Arnab,9876544345,Lagos,B1,Operation,Male,1.0700001,> 1 & < =3,3.02,Single,28.01,Direct,Promoted,No,Left
450,Arnab,9876544345,Lagos,B1,Operation,Female,1.0599999,> 1 & < =3,5,Single,28.110001,Direct,Promoted,Yes,Left
451,Arnab,9876544345,Kano,B2,Operation,Male,1.0599999,> 1 & < =3,5.0999999,Marr.,28.030001,Direct,Promoted,Yes,Stay
452,Arnab,9876544345,Kano,B2,Operation,Male,1.0599999,> 1 & < =3,4.0599999,Single,28.049999,Direct,Promoted,No,Left
453,Arnab,9876544345,Kano,B2,Operation,Male,1.0700001,> 1 & < =3,8.0699997,Marr.,30.110001,Direct,Promoted,No,Stay
454,Arnab,9876544345,Port Harcourt,B1,Operation,Female,1.0700001,> 1 & < =3,4.0300002,Single,29.049999,Direct,Promoted,No,Left
455,Arnab,9876544345,Lagos,B2,Operation,Male,1.0599999,> 1 & < =3,3.1099999,Marr.,28.030001,Employee Referral,Promoted,Yes,Stay
456,Arnab,9876544345,Abuja,B3,Operation,Male,1.0700001,> 1 & < =3,11.07,Marr.,38.060001,Direct,Not Promoted,Yes,Stay
457,Arnab,9876544345,Lagos,B1,Operation,Female,1.08,> 1 & < =3,1.08,Marr.,28.049999,Direct,Promoted,Yes,Stay
458,Arnab,9876544345,Abuja,B2,Operation,Male,1.0700001,> 1 & < =3,6.0700002,Single,27.059999,Direct,Promoted,Yes,Stay
459,Arnab,9876544345,Kano,B1,Operation,Male,1.0700001,> 1 & < =3,2.0699999,Single,25.120001,Direct,Not Promoted,Yes,Stay
460,Arnab,9876544345,Kano,B1,Operation,Male,1.0599999,> 1 & < =3,4.0599999,Single,26.110001,Employee Referral,Promoted,Yes,Stay
461,Arnab,9876544345,Abuja,B2,Operation,Male,1.0599999,> 1 & < =3,9.0100002,Marr.,32.060001,Direct,Not Promoted,Yes,Stay
462,Arnab,9876544345,Benin City,B1,Operation,Male,1.0700001,> 1 & < =3,4.0100002,Single,28.08,Direct,Not Promoted,No,Left
463,Arnab,9876544345,Abuja,B2,Operation,Male,1.0700001,> 1 & < =3,6.0300002,Single,28.030001,Direct,Not Promoted,No,Stay
464,Arnab,9876544345,Enugu,B1,Operation,Male,1.0700001,> 1 & < =3,6.02,Marr.,28.09,Direct,Not Promoted,No,Stay
465,Arnab,9876544345,Abuja,B0,Support,Male,1.0700001,> 1 & < =3,1.0700001,Single,27.040001,Direct,Promoted,No,Left
466,Arnab,9876544345,Lagos,B1,Operation,Male,1.0700001,> 1 & < =3,5.0700002,Single,27.040001,Direct,Promoted,No,Left
467,Arnab,9876544345,Kano,B2,Operation,Female,1.0700001,> 1 & < =3,11.02,Marr.,33.080002,Direct,Promoted,No,Stay
468,Arnab,9876544345,Lagos,B2,Operation,Male,1.0700001,> 1 & < =3,6.02,Marr.,41.040001,Direct,Promoted,Yes,Stay
469,Arnab,9876544345,Lagos,B1,Operation,Male,1.0700001,> 1 & < =3,5.0300002,Single,28.07,Direct,Promoted,No,Left
470,Arnab,9876544345,Lagos,B2,Operation,Male,1.0700001,> 1 & < =3,7.0900002,Marr.,32.040001,Direct,Promoted,No,Stay
471,Arnab,9876544345,Enugu,B1,Operation,Male,1.0700001,> 1 & < =3,1.0700001,Single,29.030001,Direct,Promoted,No,Left
472,Arnab,9876544345,Lagos,B1,Operation,Female,1.08,> 1 & < =3,5,Marr.,26.07,Direct,Promoted,No,Stay
473,Arnab,9876544345,Lagos,B1,Operation,Female,1.0700001,> 1 & < =3,1.0700001,Marr.,25.030001,Direct,Not Promoted,Yes,Stay
474,Arnab,9876544345,Port Harcourt,B2,Operation,Male,1.0700001,> 1 & < =3,7.0799999,Marr.,31.09,Direct,Promoted,Yes,Stay
475,Arnab,9876544345,Lagos,B1,Operation,Male,1.0700001,> 1 & < =3,3.0799999,Single,26.110001,Direct,Promoted,No,Left
476,Arnab,9876544345,Lagos,B2,Operation,Male,1.08,> 1 & < =3,7.0999999,Marr.,35.060001,Direct,Promoted,No,Stay
477,Arnab,9876544345,Kano,B1,Operation,Female,1.08,> 1 & < =3,1.08,Single,23.1,Direct,Promoted,No,Left
478,Arnab,9876544345,Ibadan,B1,Operation,Male,1.0700001,> 1 & < =3,6.0900002,Marr.,35.110001,Direct,Promoted,No,Stay
479,Arnab,9876544345,Abuja,B1,Support,Female,1.08,> 1 & < =3,2.1099999,Marr.,26.120001,Direct,Promoted,No,Left
480,Arnab,9876544345,Enugu,B1,Operation,Male,1.08,> 1 & < =3,4.0799999,Single,30.049999,Direct,Promoted,Yes,Stay
481,Arnab,9876544345,Enugu,B2,Operation,Male,1.08,> 1 & < =3,7.1100001,Single,29.059999,Direct,Promoted,Yes,Stay
482,Arnab,9876544345,Enugu,B1,Operation,Male,1.0700001,> 1 & < =3,6.1100001,Single,27.08,Direct,Promoted,Yes,Stay
483,Arnab,9876544345,Abuja,B2,Operation,Male,1.0700001,> 1 & < =3,7.0300002,Marr.,30.110001,Direct,Promoted,No,Stay
484,Arnab,9876544345,Abuja,B0,Support,Female,1.08,> 1 & < =3,1.08,Marr.,24.01,Direct,Promoted,No,Left
485,Arnab,9876544345,Kaduna,B1,Support,Male,1.08,> 1 & < =3,6.0799999,Single,28.030001,Direct,Promoted,No,Stay
486,Arnab,9876544345,Kano,B2,Operation,Male,1.08,> 1 & < =3,5.04,Marr.,35.080002,Agency,Promoted,No,Stay
487,Arnab,9876544345,Ibadan,B3,Operation,Male,1.08,> 1 & < =3,11.08,Marr.,38.07,Employee Referral,Promoted,Yes,Stay
488,Arnab,9876544345,Abuja,B1,Support,Male,1.08,> 1 & < =3,5.0100002,Marr.,29.049999,Direct,Promoted,Yes,Stay
489,Arnab,9876544345,Port Harcourt,B1,Operation,Female,1.08,> 1 & < =3,2.0799999,Single,25.110001,Direct,Promoted,No,Left
490,Arnab,9876544345,Abuja,B1,Operation,Male,1.08,> 1 & < =3,3.0799999,Single,26.1,Direct,Not Promoted,Yes,Stay
491,Arnab,9876544345,Kano,B1,Operation,Female,1.08,> 1 & < =3,2.0999999,Single,25.09,Direct,Promoted,Yes,Stay
492,Arnab,9876544345,Ibadan,B1,Operation,Male,1.08,> 1 & < =3,3.0999999,Single,27.07,Direct,Promoted,No,Left
493,Arnab,9876544345,Abuja,B1,Operation,Female,1.08,> 1 & < =3,1.09,Single,24.049999,Direct,Promoted,No,Left
494,Arnab,9876544345,Kano,B1,Operation,Male,1.08,> 1 & < =3,4.0900002,Single,25.1,Direct,Promoted,Yes,Stay
495,Arnab,9876544345,Lagos,B1,Operation,Female,1.09,> 1 & < =3,5.0300002,Single,27.049999,Direct,Not Promoted,Yes,Stay
496,Arnab,9876544345,Kano,B1,Operation,Female,1.09,> 1 & < =3,6.1100001,Marr.,27.049999,Employee Referral,Not Promoted,No,Stay
497,Arnab,9876544345,Kano,B1,Operation,Female,1.09,> 1 & < =3,2.0999999,Single,25.02,Direct,Not Promoted,Yes,Stay
498,Arnab,9876544345,Lagos,B1,Operation,Male,1.09,> 1 & < =3,6.04,Single,30.030001,Direct,Not Promoted,Yes,Stay
499,Arnab,9876544345,Abuja,B2,Operation,Male,1.09,> 1 & < =3,8.0200005,Marr.,33.080002,Direct,Promoted,Yes,Stay
500,Arnab,9876544345,Kano,B2,Operation,Female,1.09,> 1 & < =3,6.02,Single,29.110001,Direct,Promoted,No,Stay
501,Arnab,9876544345,Kano,B1,Operation,Male,1.09,> 1 & < =3,5.0900002,Marr.,28.030001,Agency,Promoted,No,Left
502,Arnab,9876544345,Lagos,B1,Support,Male,1.09,> 1 & < =3,3.04,Single,27.059999,Direct,Promoted,No,Left
503,Arnab,9876544345,Lagos,B1,Operation,Male,1.09,> 1 & < =3,5.1100001,Single,29.08,Direct,Promoted,No,Left
504,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.09,> 1 & < =3,4.0500002,Marr.,33.07,Direct,Promoted,Yes,Stay
505,Arnab,9876544345,Lagos,B1,Operation,Male,1.08,> 1 & < =3,7,Single,30.110001,Direct,Promoted,Yes,Stay
506,Arnab,9876544345,Abuja,B1,Operation,Male,1.09,> 1 & < =3,7.1100001,Marr.,35.040001,Direct,Promoted,Yes,Stay
507,Arnab,9876544345,Kano,B2,Operation,Male,1.09,> 1 & < =3,11.09,Marr.,36.07,Agency,Not Promoted,Yes,Stay
508,Arnab,9876544345,Lagos,B1,Operation,Male,1.09,> 1 & < =3,3.0799999,Single,26.059999,Direct,Promoted,No,Left
509,Arnab,9876544345,Kano,B3,Operation,Male,1.1,> 1 & < =3,11.1,Marr.,43.099998,Agency,Promoted,No,Stay
510,Arnab,9876544345,Lagos,B1,Operation,Female,1.1,> 1 & < =3,1.1,Single,23.059999,Direct,Promoted,No,Left
511,Arnab,9876544345,Abuja,B1,Operation,Male,1.09,> 1 & < =3,3.02,Single,28.02,Direct,Promoted,Yes,Stay
512,Arnab,9876544345,Kano,B1,Operation,Male,1.1,> 1 & < =3,1.1,Single,23.08,Direct,Not Promoted,Yes,Stay
513,Arnab,9876544345,Lagos,B2,Operation,Male,1.1,> 1 & < =3,3.03,Single,26.07,Direct,Not Promoted,Yes,Stay
514,Arnab,9876544345,Abuja,B1,Operation,Male,1.1,> 1 & < =3,3,Single,24.120001,Direct,Not Promoted,Yes,Stay
515,Arnab,9876544345,Abuja,B2,Operation,Male,1.09,> 1 & < =3,5.0900002,Single,27.07,Direct,Not Promoted,Yes,Stay
516,Arnab,9876544345,Lagos,B1,Operation,Male,1.09,> 1 & < =3,5.0100002,Single,27.07,Direct,Promoted,Yes,Left
517,Arnab,9876544345,Ibadan,B1,Operation,Male,1.09,> 1 & < =3,5.0599999,Marr.,29.030001,Direct,Promoted,Yes,Stay
518,Arnab,9876544345,Port Harcourt,B4,Operation,Male,1.09,> 1 & < =3,21.049999,Marr.,46.049999,Direct,Promoted,Yes,Stay
519,Arnab,9876544345,Kano,B1,Operation,Male,1.09,> 1 & < =3,5.02,Single,26.08,Direct,Promoted,No,Left
520,Arnab,9876544345,Abuja,B1,Operation,Male,1.1,> 1 & < =3,5.0999999,Single,27.120001,Direct,Promoted,No,Left
521,Arnab,9876544345,Kano,B2,Operation,Male,1.1,> 1 & < =3,6,Single,26.059999,Direct,Promoted,No,Stay
522,Arnab,9876544345,Kano,B1,Operation,Female,2,> 1 & < =3,2,Marr.,29.02,Direct,Promoted,No,Left
523,Arnab,9876544345,Kano,B1,Operation,Female,1.1,> 1 & < =3,4,Marr.,36.09,Direct,Promoted,Yes,Stay
524,Arnab,9876544345,Lagos,B2,Operation,Female,1.1,> 1 & < =3,4.1100001,Marr.,28.030001,Direct,Promoted,No,Left
525,Arnab,9876544345,Lagos,B3,Operation,Male,1.1,> 1 & < =3,9.1000004,Single,32.07,Direct,Promoted,Yes,Stay
526,Arnab,9876544345,Kano,B1,Operation,Female,1.11,> 1 & < =3,4.02,Marr.,26.08,Employee Referral,Promoted,No,Stay
527,Arnab,9876544345,Abeokuta,B2,Operation,Female,1.1,> 1 & < =3,7.0300002,Marr.,31,Direct,Promoted,No,Stay
528,Arnab,9876544345,Kaduna,B2,Operation,Male,1.1,> 1 & < =3,11.03,Marr.,44.040001,Direct,Not Promoted,Yes,Stay
529,Arnab,9876544345,Kano,B1,Operation,Male,2,> 1 & < =3,2,Single,24.040001,Direct,Promoted,No,Left
530,Arnab,9876544345,Ibadan,B1,Operation,Male,2.01,> 1 & < =3,2,Single,26.030001,Direct,Promoted,No,Left
531,Arnab,9876544345,Kano,B1,Operation,Female,2,> 1 & < =3,2,Single,30.059999,Direct,Promoted,No,Stay
532,Arnab,9876544345,Ibadan,B2,Operation,Female,1.11,> 1 & < =3,9.0799999,Marr.,31.049999,Agency,Not Promoted,Yes,Stay
533,Arnab,9876544345,Lagos,B1,Operation,Male,1.11,> 1 & < =3,5.0700002,Single,29.1,Direct,Promoted,Yes,Stay
534,Arnab,9876544345,Ibadan,B1,Operation,Male,1.11,> 1 & < =3,4.02,Single,28.030001,Direct,Not Promoted,Yes,Stay
535,Arnab,9876544345,Lagos,B1,Operation,Male,1.11,> 1 & < =3,5.0599999,Single,27.07,Direct,Promoted,No,Left
536,Arnab,9876544345,Abuja,C3,Operation,Female,2.0999999,> 1 & < =3,9.04,Marr.,31.030001,Direct,Not Promoted,Yes,Stay
537,Arnab,9876544345,Abuja,B2,Operation,Male,1.11,> 1 & < =3,8.0299997,Marr.,31.049999,Employee Referral,Promoted,Yes,Stay
538,Arnab,9876544345,Kano,B2,Operation,Male,1.1,> 1 & < =3,9,Marr.,30.110001,Agency,Promoted,Yes,Stay
539,Arnab,9876544345,Kano,B1,Operation,Male,1.11,> 1 & < =3,5.02,Single,26.059999,Direct,Promoted,No,Left
540,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.1,> 1 & < =3,3.0699999,Single,30.059999,Direct,Promoted,No,Left
541,Arnab,9876544345,Abuja,B1,Operation,Female,2,> 1 & < =3,2,Single,27.030001,Direct,Promoted,Yes,Stay
542,Arnab,9876544345,Lagos,B1,Operation,Female,2,> 1 & < =3,2,Marr.,24.049999,Direct,Promoted,Yes,Stay
543,Arnab,9876544345,Kano,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,24.09,Direct,Promoted,Yes,Stay
544,Arnab,9876544345,Abuja,B1,Operation,Male,1.11,> 1 & < =3,1.11,Single,25.110001,Direct,Not Promoted,Yes,Stay
545,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.1,> 1 & < =3,4.02,Single,28.059999,Employee Referral,Not Promoted,No,Left
546,Arnab,9876544345,Lagos,B1,Operation,Male,1.11,> 1 & < =3,5.0799999,Single,28.02,Direct,Promoted,No,Left
547,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.11,> 1 & < =3,3.05,Single,25.049999,Employee Referral,Not Promoted,Yes,Stay
548,Arnab,9876544345,Ibadan,B2,Operation,Male,1.11,> 1 & < =3,12.02,Marr.,36.099998,Direct,Not Promoted,Yes,Stay
549,Arnab,9876544345,Abuja,B1,Operation,Female,2,> 1 & < =3,3.04,Single,27.02,Direct,Promoted,Yes,Stay
550,Arnab,9876544345,Kano,B2,Operation,Male,2,> 1 & < =3,8,Single,30.1,Direct,Not Promoted,Yes,Stay
551,Arnab,9876544345,Abuja,B1,Operation,Male,2,> 1 & < =3,2,Single,25.1,Direct,Promoted,No,Left
552,Arnab,9876544345,Abuja,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,28.01,Direct,Not Promoted,Yes,Stay
553,Arnab,9876544345,Kano,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.110001,Direct,Not Promoted,Yes,Stay
554,Arnab,9876544345,Ibadan,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.07,Direct,Promoted,No,Left
555,Arnab,9876544345,Ibadan,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,25.07,Direct,Not Promoted,Yes,Stay
556,Arnab,9876544345,Abuja,B1,Operation,Male,2,> 1 & < =3,6.0799999,Marr.,31,Direct,Promoted,No,Stay
557,Arnab,9876544345,Abuja,B2,Operation,Male,2,> 1 & < =3,8.0299997,Marr.,32.110001,Direct,Not Promoted,Yes,Stay
558,Arnab,9876544345,Kano,B2,Operation,Male,2,> 1 & < =3,9,Single,30.059999,Direct,Promoted,No,Stay
559,Papu,9876544345,Kano,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,25.030001,Direct,Not Promoted,Yes,Stay
560,Papu,9876544345,Abuja,B1,Operation,Male,2.02,> 1 & < =3,2.02,Marr.,28.07,Direct,Promoted,No,Stay
561,Papu,9876544345,Lagos,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,26.02,Direct,Not Promoted,No,Left
562,Papu,9876544345,Lagos,B1,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,26.059999,Direct,Promoted,No,Stay
563,Papu,9876544345,Lagos,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.09,Direct,Not Promoted,Yes,Stay
564,Papu,9876544345,Lagos,B2,Operation,Female,2,> 1 & < =3,9.0500002,Single,35.02,Employee Referral,Not Promoted,No,Stay
565,Papu,9876544345,Lagos,B1,Operation,Male,2,> 1 & < =3,3.04,Single,25.110001,Direct,Promoted,No,Left
566,Papu,9876544345,Lagos,B1,Operation,Male,2,> 1 & < =3,2,Single,27.049999,Direct,Promoted,Yes,Stay
567,Papu,9876544345,Lagos,B1,Operation,Male,2,> 1 & < =3,2,Single,23.07,Direct,Promoted,Yes,Stay
568,Papu,9876544345,Lagos,B3,Operation,Male,2,> 1 & < =3,7,Marr.,32.099998,Direct,Promoted,Yes,Stay
569,Papu,9876544345,Enugu,B1,Operation,Male,2,> 1 & < =3,5.02,Single,26.07,Direct,Promoted,No,Left
570,Papu,9876544345,Enugu,B2,Operation,Male,2,> 1 & < =3,10,Marr.,31.120001,Direct,Promoted,Yes,Stay
571,Papu,9876544345,Kano,B1,Operation,Male,2,> 1 & < =3,6,Single,29.049999,Direct,Not Promoted,Yes,Stay
572,Papu,9876544345,Abuja,B2,Operation,Female,2.01,> 1 & < =3,6.0100002,Single,29.1,Employee Referral,Promoted,Yes,Stay
573,Papu,9876544345,Abuja,B1,Operation,Male,2,> 1 & < =3,3,Single,28.059999,Direct,Not Promoted,Yes,Stay
574,Papu,9876544345,Kano,B2,Operation,Male,2.01,> 1 & < =3,7.0300002,Single,31.07,Agency,Promoted,Yes,Stay
575,Papu,9876544345,Kano,B1,Operation,Male,2.01,> 1 & < =3,2.0799999,Single,25.07,Direct,Promoted,No,Left
576,Papu,9876544345,Ibadan,B2,Support,Male,2,> 1 & < =3,4.0700002,Single,29.1,Direct,Promoted,No,Left
577,Papu,9876544345,Port Harcourt,B2,Operation,Male,2.01,> 1 & < =3,9.0900002,Single,32.099998,Direct,Promoted,No,Stay
578,Papu,9876544345,Kano,B2,Operation,Male,2.01,> 1 & < =3,24.01,Marr.,52.060001,Direct,Not Promoted,Yes,Stay
579,Papu,9876544345,Lagos,B1,Operation,Female,2.01,> 1 & < =3,7.0100002,Marr.,37.049999,Direct,Not Promoted,Yes,Stay
580,Papu,9876544345,Abuja,B2,Sales,Female,2.01,> 1 & < =3,6.0100002,Marr.,28.07,Direct,Promoted,No,Stay
581,Papu,9876544345,Lagos,B2,Operation,Male,2.01,> 1 & < =3,9.0699997,Single,32.07,Direct,Promoted,No,Stay
582,Papu,9876544345,Kano,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.059999,Direct,Not Promoted,Yes,Stay
583,Papu,9876544345,Lagos,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,24.09,Direct,Promoted,Yes,Stay
584,Papu,9876544345,Ibadan,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.059999,Direct,Promoted,Yes,Stay
585,Papu,9876544345,Port Harcourt,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,25.09,Direct,Promoted,Yes,Stay
586,Papu,9876544345,Abuja,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,25.02,Direct,Promoted,Yes,Stay
587,Papu,9876544345,Abuja,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,26.040001,Direct,Not Promoted,Yes,Stay
588,Papu,9876544345,Port Harcourt,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.02,Direct,Not Promoted,Yes,Stay
589,Papu,9876544345,Abuja,B1,Operation,Female,2.01,> 1 & < =3,3.05,Single,26.1,Agency,Not Promoted,No,Left
590,Papu,9876544345,Kaduna,B2,Operation,Male,2.01,> 1 & < =3,8.1000004,Marr.,39.040001,Direct,Promoted,Yes,Stay
591,Papu,9876544345,Abuja,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.120001,Direct,Not Promoted,Yes,Stay
592,Papu,9876544345,Lagos,B3,Operation,Male,2.01,> 1 & < =3,10.01,Marr.,33.080002,Direct,Promoted,Yes,Stay
593,Papu,9876544345,Lagos,B1,Operation,Male,2.01,> 1 & < =3,2.0799999,Single,24.049999,Direct,Not Promoted,Yes,Stay
594,Papu,9876544345,Kaduna,B1,Operation,Male,2.01,> 1 & < =3,6.0300002,Single,28.01,Employee Referral,Promoted,Yes,Stay
595,Papu,9876544345,Kano,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,27.049999,Direct,Promoted,No,Left
596,Papu,9876544345,Abuja,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,25.040001,Direct,Promoted,No,Stay
597,Papu,9876544345,Lagos,B1,Operation,Male,2.01,> 1 & < =3,6.0700002,Single,30.110001,Direct,Promoted,No,Stay
598,Papu,9876544345,Kano,B1,Operation,Male,2.01,> 1 & < =3,5.0100002,Single,29.09,Direct,Promoted,Yes,Stay
599,Papu,9876544345,Lagos,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.01,Direct,Promoted,Yes,Stay
600,Papu,9876544345,Abuja,B1,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,26.110001,Direct,Promoted,Yes,Stay
601,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,29.07,Direct,Promoted,Yes,Stay
602,Papu,9876544345,Lagos,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,26.040001,Direct,Promoted,No,Left
603,Papu,9876544345,Kano,B2,Operation,Female,2.01,> 1 & < =3,10.01,Marr.,34.049999,Direct,Promoted,No,Stay
604,Papu,9876544345,Abuja,B2,Operation,Male,2.01,> 1 & < =3,9.0100002,Marr.,37.02,Employee Referral,Promoted,Yes,Stay
605,Papu,9876544345,Lagos,B1,Operation,Male,2.02,> 1 & < =3,5.0999999,Single,31.02,Employee Referral,Promoted,No,Left
606,Papu,9876544345,Abuja,B2,Support,Female,2.02,> 1 & < =3,2.02,Single,27,Direct,Promoted,No,Stay
607,Papu,9876544345,Abuja,B2,Operation,Male,2.01,> 1 & < =3,8.0100002,Marr.,28.059999,Employee Referral,Not Promoted,Yes,Stay
608,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.059999,Direct,Promoted,No,Left
609,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,26.030001,Direct,Not Promoted,No,Left
610,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.040001,Direct,Promoted,Yes,Stay
611,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.120001,Direct,Promoted,Yes,Stay
612,Papu,9876544345,Kano,B1,Operation,Female,2.03,> 1 & < =3,2.03,Single,25.030001,Direct,Promoted,No,Left
613,Papu,9876544345,Kano,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,29.09,Direct,Not Promoted,Yes,Stay
614,Papu,9876544345,Port Harcourt,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,23.110001,Direct,Promoted,Yes,Stay
615,Papu,9876544345,Lagos,B2,Operation,Male,2.02,> 1 & < =3,7.04,Single,30.01,Employee Referral,Promoted,No,Stay
